"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","平成31年(2019)","令和2年(2020)","経度","緯度","分類"
"100023","302015","和歌山-23","地価公示","住宅","和歌山市","田尻字仁ノコ田３５番１４","","135.1969777","34.20551698","","","132,000","130,000","130,000","128,000","123,000","117,000","113,000","107,000","102,000","94,700","88,000","83,200","79,300","75,300","71,500","67,100","62,900","59,000","56,500","55,400","53,900","52,900","52,400","52,100","51,800","51,700","135.196977700002","34.2055169799975","R02地価公示標準地"
"100048","302015","和歌山-24","地価公示","住宅","和歌山市","小雑賀字垣内７５番","","135.1818148","34.20502082","141,000","139,000","139,000","136,000","134,000","133,000","125,000","120,000","116,000","110,000","103,000","95,800","89,000","84,700","82,200","80,100","75,300","71,000","66,900","63,500","60,700","58,800","56,600","55,300","54,100","53,400","52,800","52,300","135.181814800002","34.2050208199988","R02地価公示標準地"
"100025","302015","和歌山-25","地価公示","住宅","和歌山市","内原字下浜９３０番２２","","135.1919767","34.1707124","158,000","155,000","155,000","154,000","152,000","148,000","141,000","136,000","133,000","129,000","122,000","113,000","105,000","98,800","95,200","92,800","90,200","86,600","83,000","79,500","76,100","73,200","72,000","70,900","69,900","69,000","68,100","67,200","135.191976700004","34.1707123999961","R02地価公示標準地"
"100026","302015","和歌山-26","地価公示","住宅","和歌山市","船所字新田２１５番３６","","135.1871725","34.25400478","113,000","112,000","112,000","111,000","111,000","109,000","102,000","95,000","89,200","83,000","77,200","71,500","66,000","62,500","61,000","60,000","58,500","56,600","54,400","52,000","50,200","48,800","47,900","47,100","46,400","45,800","45,400","45,000","135.187172500002","34.2540047799973","R02地価公示標準地"
"100027","302015","和歌山-27*","地価公示","住宅","和歌山市","太田字神ノ畔１５２番","","135.1978551","34.2277255","323,000","313,000","302,000","285,000","260,000","241,000","208,000","188,000","178,000","165,000","157,000","148,000","141,000","135,000","131,000","135,000","133,000","130,000","127,000","125,000","124,000","124,000","127,000","129,000","131,000","131,000","132,000","133,000","135.197855100002","34.2277254999973","R02地価公示標準地"
"100028","302015","和歌山-28","地価公示","住宅","和歌山市","吉礼字池見５９６番２７","","135.2367329","34.19813786","121,000","119,000","119,000","117,000","116,000","114,000","109,000","106,000","104,000","98,100","90,800","84,000","77,500","72,200","69,000","65,800","62,000","58,000","53,600","49,000","45,500","43,100","41,400","40,300","39,500","38,800","38,200","37,700","135.236732900003","34.1981378599965","R02地価公示標準地"
"100029","302015","和歌山-29","地価公示","住宅","和歌山市","西小二里１丁目６２０番１０","西小二里１－１－１２","135.1634213","34.20610397","147,000","146,000","146,000","141,000","139,000","137,000","127,000","120,000","115,000","110,000","104,000","98,200","92,000","87,400","83,900","81,600","78,400","75,200","71,800","68,500","65,000","63,000","61,800","61,200","60,300","60,000","59,800","59,700","135.163421300005","34.2061039699975","R02地価公示標準地"
"100049","302015","和歌山-30","地価公示","住宅","和歌山市","砂山南２丁目１５番２","砂山南２－５－２４","135.1605265","34.21843965","","207,000","207,000","202,000","193,000","183,000","166,000","155,000","147,000","139,000","131,000","123,000","116,000","110,000","110,000","110,000","104,000","98,300","93,800","91,800","89,800","87,800","86,700","86,800","86,900","86,900","87,000","87,100","135.160526500004","34.2184396499991","R02地価公示標準地"
"100050","302015","和歌山-31","地価公示","住宅","和歌山市","堀止東２丁目５番２２","堀止東２－８－１５","135.175277","34.21602532","","242,000","234,000","226,000","214,000","205,000","187,000","176,000","166,000","157,000","148,000","138,000","130,000","126,000","126,000","126,000","125,000","121,000","117,000","114,000","113,000","113,000","115,000","117,000","119,000","120,000","121,000","122,000","135.175277000003","34.2160253199975","R02地価公示標準地"
"100212","302015","和歌山-32","地価公示","住宅","和歌山市","中島字上野覚６０５番４","","135.196999","34.2161162","","","","","","","","","","","","","","","","","","","","","","","","","64,100","64,100","64,100","64,100","135.196999000002","34.2161161999974","R02地価公示標準地"
"100051","302015","和歌山-33","地価公示","住宅","和歌山市","市小路字天王２０８番６","","135.1615012","34.25457015","","","145,000","143,000","142,000","138,000","125,000","113,000","103,000","95,500","87,500","81,300","75,500","72,000","71,000","70,500","68,500","66,300","63,700","61,500","59,100","57,200","56,500","55,800","55,200","54,600","54,000","53,400","135.161501200001","34.254570149998","R02地価公示標準地"
"100222","302015","和歌山-34","地価公示","住宅","和歌山市","湊１丁目２１０３番１６","湊１－５－２６","135.14841","34.235443","","","","","","","","","","","","","","","","","","","","","","","","","","","45,500","45,000","135.148410000001","34.235442999999","R02地価公示標準地"
"100035","302015","和歌山-35","地価公示","住宅","和歌山市","鳴神字奥嶋７９７番６","","135.2084062","34.23777582","159,000","155,000","155,000","153,000","150,000","147,000","140,000","132,000","126,000","119,000","112,000","104,000","96,500","89,500","86,000","83,700","83,000","80,500","77,900","75,500","73,100","71,600","70,400","70,000","69,700","69,400","69,100","68,900","135.208406200003","34.2377758199973","R02地価公示標準地"
"100052","302015","和歌山-36","地価公示","住宅","和歌山市","和歌浦南３丁目１６８１番１５","和歌浦南３－７－２","135.1714307","34.18502011","","165,000","165,000","160,000","157,000","154,000","146,000","141,000","136,000","130,000","123,000","116,000","108,000","101,000","97,000","94,100","90,600","86,500","82,600","79,500","76,300","73,200","69,600","67,200","65,000","63,000","61,100","59,900","135.171430700004","34.1850201099965","R02地価公示標準地"
"100037","302015","和歌山-37","地価公示","住宅","和歌山市","弘西字前芝３５６番２０","","135.2402664","34.26769111","","105,000","105,000","103,000","103,000","99,500","97,000","94,000","86,800","80,000","73,500","67,300","64,500","60,000","57,600","55,900","53,500","50,900","48,400","46,500","45,600","45,000","44,400","44,000","43,700","43,500","43,300","43,100","135.240266400004","34.2676911099972","R02地価公示標準地"
"100038","302015","和歌山-38","地価公示","住宅","和歌山市","大谷字川田１７３番１６","","135.1732553","34.2576761","","","","","","","","","","","","","72,200","67,300","65,300","64,000","62,000","59,600","57,100","55,300","53,700","52,600","52,200","52,300","52,300","52,300","52,300","52,300","135.173255300002","34.2576760999974","R02地価公示標準地"
"100039","302015","和歌山-39","地価公示","住宅","和歌山市","東高松４丁目２１６番５","東高松４－１－２１","135.1745502","34.20567435","272,000","252,000","246,000","233,000","215,000","204,000","182,000","170,000","162,000","155,000","146,000","135,000","125,000","118,000","115,000","115,000","114,000","112,000","110,000","108,000","108,000","109,000","111,000","113,000","115,000","117,000","118,000","119,000","135.174550200002","34.2056743499985","R02地価公示標準地"
"100040","302015","和歌山-40","地価公示","住宅","和歌山市","六十谷字西山田１０６４番３","","135.2006064","34.2640753","","122,000","122,000","121,000","120,000","116,000","107,000","100,000","92,000","84,600","77,500","71,100","63,800","58,700","57,000","56,000","54,700","53,000","51,400","49,900","48,500","46,200","44,400","43,100","42,000","41,300","40,800","40,500","135.200606400002","34.2640752999975","R02地価公示標準地"
"100208","302015","和歌山-41","地価公示","住宅","和歌山市","山口西字東垣内３４３番３","","135.261889","34.270966","","","","","","","","","","","","","","","","","","","","","","","","21,600","21,100","20,700","20,500","20,300","135.261889000003","34.2709659999993","R02地価公示標準地"
"100083","302015","和歌山-42","地価公示","住宅","和歌山市","弘西字開６７４番１７","","135.2424652","34.27235269","88,000","86,500","86,500","86,200","85,500","85,500","83,800","82,000","77,500","71,500","66,000","61,000","54,500","49,500","46,500","43,900","41,500","39,000","36,400","33,900","32,100","31,300","30,600","30,200","29,900","29,600","29,300","29,000","135.242465200003","34.2723526899977","R02地価公示標準地"
"100084","302015","和歌山-43","地価公示","住宅","和歌山市","栗栖字松本４８６番外","","135.2234772","34.23619542","73,000","72,000","72,000","71,800","71,500","70,500","63,500","59,800","57,000","54,200","51,400","46,500","43,000","40,400","37,500","35,600","34,000","31,000","28,800","26,800","25,000","23,600","22,500","22,200","21,900","21,600","21,300","21,000","135.223477200002","34.2361954199969","R02地価公示標準地"
"100085","302015","和歌山-44","地価公示","住宅","和歌山市","寺内字大門前５８５番外","","135.2209868","34.21362256","94,000","93,000","93,000","93,000","92,000","91,000","87,500","85,500","84,600","82,000","78,600","72,200","64,000","57,700","54,300","51,700","49,100","46,600","43,900","41,800","40,100","38,700","37,200","36,100","35,200","34,600","34,100","33,700","135.220986800003","34.2136225599974","R02地価公示標準地"
"100086","302015","和歌山-45","地価公示","住宅","和歌山市","山東中字東川向４９番４","","135.260237","34.20390362","51,000","51,000","51,000","51,000","51,000","51,000","50,500","50,200","50,000","48,700","47,000","44,700","41,000","38,100","36,500","35,000","33,200","31,500","29,700","28,600","27,800","27,200","26,600","26,200","25,900","25,600","25,300","25,000","135.260237000004","34.203903619997","R02地価公示標準地"
"100228","302015","和歌山-46","地価公示","住宅","和歌山市","冬野字城山９０４番","","135.211038","34.185575","","","","","","","","","","","","","","","","","","","","","","","","","","","","17,900","135.211038000004","34.185574999996","R02地価公示標準地"
"100213","302015","和歌山-47","地価公示","住宅","和歌山市","美園町２丁目８０番","","135.186521","34.230879","","","","","","","","","","","","","","","","","","","","","","","","","170,000","170,000","170,000","170,000","135.186521000003","34.2308789999969","R02地価公示標準地"
"100223","302023","海南-1","地価公示","住宅","海南市","重根東１丁目１６番７","","135.248972","34.156047","","","","","","","","","","","","","","","","","","","","","","","","","","","68,500","68,500","135.248972000002","34.1560469999978","R02地価公示標準地"
"100090","302023","海南-2","地価公示","住宅","海南市","船尾字中濱２１５番２３","","135.2029878","34.15946438","","","","","","","","","","","","","91,000","85,500","81,800","78,600","75,800","73,600","71,100","69,000","66,200","63,500","61,000","58,600","56,800","54,800","52,900","51,100","135.202987800005","34.1594643799959","R02地価公示標準地"
"100091","302023","海南-3","地価公示","住宅","海南市","下津町方字北原４１１番","","135.14884","34.12432743","","50,000","50,000","50,000","50,000","50,000","49,500","49,500","49,000","48,300","47,300","45,100","42,500","40,000","37,500","35,900","34,400","32,500","30,600","29,100","27,100","25,400","23,900","22,700","21,800","21,100","20,500","19,900","135.148840000006","34.1243274299959","R02地価公示標準地"
"100197","302023","海南-4","地価公示","住宅","海南市","大野中字井田前４７４番５８","","135.2217059","34.15398939","136,000","132,000","132,000","132,000","131,000","131,000","131,000","130,000","127,000","124,000","116,000","110,000","102,000","95,500","91,000","","","","","","79,500","78,400","78,000","77,700","76,700","75,500","74,300","73,200","135.221705900005","34.1539893899956","R02地価公示標準地"
"100205","302023","海南-5","地価公示","住宅","海南市","日方字上芦原１０２７番１８","","135.216407","34.157645","","","","","","","","","","","","","","","","","","","","","","","60,000","59,000","58,000","56,600","55,200","53,800","135.216407000006","34.1576449999953","R02地価公示標準地"
"100094","302023","海南-6","地価公示","住宅","海南市","幡川字奥ノ谷３０７番３","","135.2298004","34.15054341","","","98,000","96,500","96,000","96,000","95,500","95,000","93,500","91,100","86,800","82,900","77,200","72,500","67,500","64,000","60,700","57,400","54,000","51,300","48,500","46,900","45,600","44,500","43,500","42,800","42,200","41,600","135.229800400003","34.1505434099967","R02地価公示標準地"
"100095","302023","海南-7","地価公示","住宅","海南市","岡田字南山崎７７１番１","","135.2184233","34.16926935","","","","","","","","","","","","","49,700","46,800","44,600","42,800","41,100","39,000","37,000","35,000","33,100","31,800","30,600","29,600","28,700","27,800","27,000","26,200","135.218423300005","34.1692693499953","R02地価公示標準地"
"100096","302023","海南-8","地価公示","住宅","海南市","溝ノ口字宮ノ前２６番６","","135.2923368","34.16045803","","","","","","","","","","","","","","","","","","25,700","24,900","24,200","23,500","23,100","22,600","22,200","21,900","21,900","21,800","21,700","135.292336800005","34.160458029998","R02地価公示標準地"
"100097","302023","海南-9","地価公示","住宅","海南市","下津町小原字拝町１４６４番１２","","135.1510753","34.10840254","","80,000","80,000","79,800","79,600","79,000","78,000","77,000","76,100","74,800","73,000","70,500","67,000","64,000","60,500","57,500","54,800","52,700","51,000","49,000","47,500","46,200","45,000","44,000","43,100","42,700","42,400","42,000","135.151075300006","34.108402539996","R02地価公示標準地"
"100101","302031","橋本-1","地価公示","住宅","橋本市","古佐田３丁目５４４番３","古佐田３－９－１２","135.6157309","34.32041093","","","","","","","","","79,000","74,000","68,500","62,500","58,500","54,500","52,000","52,000","51,000","49,000","47,000","45,500","42,800","39,900","38,500","37,400","36,600","35,800","35,200","34,700","135.615730900003","34.3204109299973","R02地価公示標準地"
"100102","302031","橋本-2","地価公示","住宅","橋本市","紀見ケ丘３丁目２２３番１３７","紀見ケ丘３－８－１３","135.6107447","34.36412284","114,000","114,000","114,000","113,000","112,000","111,000","105,000","99,400","91,200","80,500","70,500","61,700","54,000","50,700","47,000","45,800","44,500","42,500","40,400","39,000","37,900","36,500","38,500","35,400","35,100","34,800","34,500","34,300","135.610744700005","34.3641228399985","R02地価公示標準地"
"100103","302031","橋本-3","地価公示","住宅","橋本市","隅田町河瀬字曽根２５５番","","135.6263357","34.31931776","","","","","","","","","","","","","53,000","49,000","46,500","45,800","44,300","41,700","39,500","37,900","35,700","34,000","32,800","31,900","31,100","30,400","29,800","29,200","135.626335700003","34.3193177599991","R02地価公示標準地"
"100104","302031","橋本-4","地価公示","住宅","橋本市","高野口町伏原字角門９６４番１","","135.5745344","34.30565073","","62,000","62,000","62,000","61,000","59,800","58,000","56,100","54,400","51,500","47,500","43,700","40,000","36,400","34,000","33,000","32,000","30,600","29,200","28,300","27,400","26,500","25,600","24,900","24,300","23,800","23,200","22,700","135.57453440001","34.3056507299995","R02地価公示標準地"
"100105","302031","橋本-5","地価公示","住宅","橋本市","高野口町向島字上嶋６番１２","","135.5571683","34.29839276","","","","","","78,000","74,000","70,400","66,900","62,900","57,800","52,900","48,200","43,800","41,500","40,500","39,300","37,500","35,700","34,400","33,200","32,400","31,800","31,200","30,700","30,400","30,100","29,800","135.557168300002","34.298392759998","R02地価公示標準地"
"100109","302040","有田-1","地価公示","住宅","有田市","箕島字西平尾８０５番８","","135.1204123","34.08726377","99,000","98,000","98,000","96,000","96,000","96,000","94,500","92,000","90,200","88,200","85,700","83,000","80,300","78,000","76,400","75,000","72,900","70,000","66,100","62,000","56,400","53,100","51,000","49,200","47,600","46,300","45,200","44,200","135.120412300006","34.0872637699973","R02地価公示標準地"
"100110","302040","有田-2","地価公示","住宅","有田市","初島町浜字北網干場１４５７番６","","135.1162134","34.09882217","57,500","57,000","57,000","57,000","57,000","57,000","56,500","55,800","55,000","54,200","53,200","52,000","50,500","49,000","48,000","47,200","45,400","43,500","40,900","38,400","36,000","34,500","33,200","32,100","31,100","30,200","29,400","28,600","135.116213400007","34.0988221699968","R02地価公示標準地"
"100111","302040","有田-3","地価公示","住宅","有田市","宮崎町字宮ノ脇５１６番４","","135.108407","34.07893765","","","73,000","73,000","73,000","73,000","72,000","70,200","68,800","67,200","64,800","62,500","60,300","58,000","56,300","55,000","53,200","51,100","48,700","46,600","44,500","42,600","40,900","39,600","38,400","37,400","36,500","35,700","135.108407000006","34.0789376499979","R02地価公示標準地"
"100114","302058","御坊-1","地価公示","住宅","御坊市","島字籠田１５１番６","","135.1593068","33.89461458","75,000","74,000","74,000","73,600","73,600","72,800","71,800","70,400","69,500","68,100","66,800","65,500","64,000","61,300","58,800","56,700","54,400","50,600","46,900","43,900","41,100","39,000","36,900","35,000","33,200","31,600","30,100","28,900","135.159306800005","33.8946145799966","R02地価公示標準地"
"100115","302058","御坊-2","地価公示","住宅","御坊市","湯川町富安字小谷２１９７番１４","","135.1609775","33.9117987","48,000","47,000","47,000","46,500","46,500","46,400","46,200","46,000","45,500","44,900","44,200","43,400","42,500","40,700","39,000","37,700","36,200","33,500","30,900","28,700","26,700","25,100","23,700","22,600","21,600","21,000","20,500","19,900","135.160977500003","33.9117986999967","R02地価公示標準地"
"100116","302058","御坊-3","地価公示","住宅","御坊市","湯川町小松原字中ノ坪１９８番１","","135.1626295","33.90252779","","","","","","","","","","","","","","","","","52,200","48,500","44,900","41,800","39,000","36,800","34,700","33,300","32,100","31,400","30,500","30,000","135.162629500004","33.9025277899968","R02地価公示標準地"
"100119","302066","田辺-1*","地価公示","住宅","田辺市","南新万１１２５番６４","南新万２－６","135.3929038","33.73098463","","","112,000","112,000","115,000","115,000","115,000","111,000","108,000","105,000","103,000","101,000","99,300","97,700","94,000","91,100","87,600","84,000","80,000","78,000","80,100","83,800","92,000","100,000","105,000","106,000","107,000","108,000","135.392903800005","33.7309846299998","R02地価公示標準地"
"100120","302066","田辺-2","地価公示","住宅","田辺市","古尾２４番１０","古尾８－３","135.372593","33.736193","","","","","","","","","","","","","59,000","57,000","55,300","53,500","51,500","44,900","41,700","39,700","37,000","35,100","33,600","32,400","31,400","30,700","30,100","29,600","135.372593000006","33.7361929999983","R02地価公示標準地"
"100121","302066","田辺-3","地価公示","住宅","田辺市","神島台２９１５番２０３","神島台１９－５","135.4023887","33.70666444","","","97,000","97,000","97,000","97,000","96,800","93,000","89,700","86,200","82,800","79,700","76,400","73,800","70,800","68,400","66,000","63,400","60,500","58,600","57,400","57,400","61,000","63,200","65,400","67,000","68,500","69,800","135.402388700004","33.7066644399987","R02地価公示標準地"
"100122","302066","田辺-4","地価公示","住宅","田辺市","磯間１８３番２３","磯間２３－１３","135.3841304","33.72108906","","","","","","103,000","103,000","98,100","94,200","90,400","86,300","82,400","78,900","75,000","72,000","69,400","66,800","64,000","60,900","55,400","52,600","50,000","47,900","46,500","45,300","44,500","43,800","43,000","135.384130400005","33.7210890599982","R02地価公示標準地"
"100127","302074","新宮-1","地価公示","住宅","新宮市","磐盾１９３４番４","磐盾２－４８","135.9823031","33.72022344","90,000","88,500","88,500","88,500","88,500","88,500","87,000","85,300","82,800","80,200","78,100","75,800","73,500","71,300","69,000","66,600","64,300","61,600","59,500","54,000","49,500","48,200","46,000","45,100","44,300","43,500","42,900","42,400","135.982303100004","33.7202234399993","R02地価公示標準地"
"100128","302074","新宮-2","地価公示","住宅","新宮市","熊野地２丁目５５７２番１５","熊野地２－８－１０","136.0035647","33.72241845","73,000","72,000","72,000","72,000","72,000","72,000","71,000","69,600","68,300","66,900","65,800","63,800","61,800","60,000","58,000","56,100","54,200","52,000","48,500","44,500","40,200","38,000","35,600","34,200","32,900","31,900","31,100","30,500","136.003564700003","33.7224184500009","R02地価公示標準地"
"100198","302074","新宮-3","地価公示","住宅","新宮市","三輪崎字岡﨑１２２０番１０","","135.9782793","33.68869965","","","","","","","","","","","","","","","","","","","","","34,000","33,000","32,100","31,500","31,000","30,500","30,100","29,800","135.978279300006","33.6886996499984","R02地価公示標準地"
"100132","302082","紀の川-1","地価公示","住宅","紀の川市","打田字鳥池１２９２番１３","","135.3643257","34.2638854","","100,000","100,000","96,500","95,500","91,500","85,000","81,000","77,700","72,500","68,100","62,000","56,300","52,000","49,700","47,400","45,000","42,000","39,200","36,700","34,400","33,000","32,000","31,400","30,900","30,400","29,900","29,500","135.364325700003","34.2638853999987","R02地価公示標準地"
"100133","302082","紀の川-2","地価公示","住宅","紀の川市","北大井字一ノ戸３９７番２外","","135.360459","34.27590289","","","","","","","","","","","","","","","","","","27,200","25,900","24,600","23,300","22,600","22,300","21,900","21,600","21,300","21,000","20,700","135.360459000003","34.2759028899988","R02地価公示標準地"
"100134","302082","紀の川-3","地価公示","住宅","紀の川市","粉河字彌谷４８０１番１４","","135.4074707","34.27838837","","89,000","89,000","88,000","86,800","86,000","80,000","75,000","70,700","66,000","61,500","56,200","51,000","46,700","44,500","42,400","40,200","37,600","35,300","33,200","30,400","28,800","27,400","26,200","25,100","24,100","23,200","22,800","135.407470700004","34.2783883699977","R02地価公示標準地"
"100140","302082","紀の川-4","地価公示","住宅","紀の川市","貴志川町長原字城山４４４番３４","","135.3069242","34.21674508","","","82,000","79,500","76,500","75,500","71,000","67,300","64,500","60,200","56,200","51,900","47,000","43,500","41,800","40,300","37,900","35,600","33,400","31,400","29,000","27,500","26,600","25,900","25,300","24,800","24,300","23,900","135.306924200006","34.2167450799972","R02地価公示標準地"
"100136","302082","紀の川-5","地価公示","住宅","紀の川市","井田字上嶋６０番３０","","135.4182582","34.26895752","","","","","","","","","","","","","","","","","","30,800","29,300","27,800","26,200","24,900","24,200","23,600","23,000","22,500","22,100","21,800","135.418258200004","34.2689575199974","R02地価公示標準地"
"100137","302082","紀の川-6","地価公示","住宅","紀の川市","江川中字髙井５０５番１","","135.4381626","34.29097356","","33,000","33,000","32,800","32,800","32,800","32,000","31,500","31,000","30,400","29,800","28,800","27,500","26,000","24,500","23,100","21,600","20,000","18,900","18,000","17,300","16,800","16,300","15,800","15,400","15,100","14,900","14,700","135.438162600003","34.2909735599987","R02地価公示標準地"
"100138","302082","紀の川-7","地価公示","住宅","紀の川市","桃山町市場字安ラ賀１８９番１４","","135.350149","34.23883625","","","","","","","","","62,000","58,400","54,800","51,200","47,000","43,300","41,200","39,100","37,000","34,600","32,500","30,900","28,800","27,300","26,200","25,400","24,800","24,200","23,700","23,300","135.350149000004","34.2388362499961","R02地価公示標準地"
"100139","302082","紀の川-8","地価公示","住宅","紀の川市","貴志川町井ノ口字帆布６２５番５","","135.3123609","34.20295096","","","66,000","64,800","63,500","62,800","59,000","56,500","54,600","51,500","48,400","44,800","41,400","38,500","37,000","35,700","33,500","31,100","29,200","27,800","26,000","24,700","23,900","23,200","22,600","22,400","22,200","22,000","135.312360900006","34.2029509599967","R02地価公示標準地"
"100146","302091","岩出-1","地価公示","住宅","岩出市","高瀬字村北１６番２７","","135.3139905","34.25833347","","125,000","125,000","117,000","110,000","105,000","93,000","86,000","81,300","75,200","69,700","64,000","59,400","55,200","53,100","51,900","50,400","48,900","47,700","46,500","45,700","45,700","47,000","47,000","47,000","46,600","46,400","46,200","135.313990500008","34.2583334699992","R02地価公示標準地"
"100147","302091","岩出-2","地価公示","住宅","岩出市","根来字家廻り１２３２番","","135.3077739","34.2807474","","66,000","66,000","64,500","62,100","60,800","57,500","54,500","52,200","49,500","47,000","43,200","39,600","36,500","34,700","33,700","32,500","31,200","30,000","29,100","28,300","28,000","27,900","27,100","26,400","25,800","25,300","24,800","135.307773900009","34.2807473999986","R02地価公示標準地"
"100149","303411","かつらぎ-1","地価公示","住宅","かつらぎ町","大字丁ノ町字外島２５２９番１６","","135.5178059","34.29621098","","","","","","","","","","68,000","64,500","59,600","55,500","51,800","49,000","48,000","46,500","43,700","41,200","40,000","38,900","37,800","36,900","36,100","35,300","34,600","34,000","33,500","135.517805900004","34.2962109799987","R02地価公示標準地"
"100150","303411","かつらぎ-2","地価公示","住宅","かつらぎ町","大字東渋田字宮ノ本３３５番４","","135.4809438","34.27838551","","","","","46,000","45,000","44,300","43,300","42,600","40,900","38,500","35,600","32,900","30,600","28,900","28,000","27,000","25,500","24,100","22,800","22,200","21,600","21,000","20,500","20,000","19,600","19,200","18,800","135.480943800004","34.2783855099971","R02地価公示標準地"
"100152","303437","九度山-1","地価公示","住宅","九度山町","大字九度山字桃園１３６５番３","","135.5613563","34.290125","","48,000","48,000","48,000","48,000","48,000","47,500","47,000","46,500","46,000","45,200","42,500","38,500","35,000","32,900","32,000","31,100","30,100","29,100","28,300","27,700","26,700","25,700","25,000","24,400","23,800","23,400","23,000","135.561356300003","34.2901249999984","R02地価公示標準地"
"100153","303437","九度山-2","地価公示","住宅","九度山町","大字慈尊院字堂ノ壇１１４番５外","","135.5485933","34.29642316","","","","","","","","39,400","39,000","38,600","38,100","36,000","33,000","30,400","28,800","28,000","27,200","26,200","25,500","24,900","24,300","23,600","23,000","22,500","22,000","21,600","21,400","21,200","135.548593300002","34.296423159998","R02地価公示標準地"
"100225","303445","高野-1","地価公示","住宅","高野町","大字高野山字西院谷２５７番３","","135.575777","34.21228","","","","","","","","","","","","","","","","","","","","","","","","","","","28,400","27,800","135.575777000004","34.2122799999974","R02地価公示標準地"
"100156","303445","高野-2","地価公示","住宅","高野町","大字高野山字奥ノ院４９番１００","","135.6085953","34.2170643","","25,000","25,000","25,000","25,000","25,000","25,000","25,000","24,900","24,800","24,600","24,400","24,200","24,000","23,900","23,900","23,900","23,500","23,100","22,800","22,100","21,200","20,400","19,900","19,400","19,000","18,600","18,200","135.608595300005","34.2170642999991","R02地価公示標準地"
"100157","303615","湯浅-1","地価公示","住宅","湯浅町","大字湯浅字馬出１９５８番１５","","135.1828598","34.03735651","","79,000","79,000","78,300","78,300","78,300","77,100","75,800","74,600","72,200","70,000","67,800","65,700","63,700","62,500","61,500","59,900","56,900","51,000","47,500","44,700","42,100","39,800","37,600","35,600","34,100","32,800","31,600","135.182859800008","34.0373565099934","R02地価公示標準地"
"100158","303615","湯浅-2","地価公示","住宅","湯浅町","大字湯浅字野田１４２８番１２","","135.1887942","34.03554102","","75,000","75,000","75,000","75,000","75,000","74,300","73,200","72,200","70,000","67,500","65,000","62,600","60,700","60,000","59,400","57,700","54,900","49,500","45,700","42,700","40,100","38,500","37,400","36,500","35,600","34,900","34,200","135.188794200005","34.0355410199943","R02地価公示標準地"
"100199","303666","有田川-1","地価公示","住宅","有田川町","大字下津野字總中１０８７番３","","135.2121862","34.06038766","","","","","","","","","","","","","","","","","","","","","46,400","46,700","46,700","46,800","46,800","46,700","46,600","46,500","135.212186200004","34.0603876599936","R02地価公示標準地"
"100161","303666","有田川-2","地価公示","住宅","有田川町","大字角字早田２２０番","","135.2189876","34.07449608","","46,000","46,000","46,000","46,000","46,000","45,300","44,600","44,000","43,300","42,800","42,100","41,500","40,800","40,500","40,300","39,400","37,600","35,400","33,500","31,600","29,800","28,700","27,600","26,600","25,800","25,000","24,300","135.218987600006","34.0744960799979","R02地価公示標準地"
"100163","303810","和歌山美浜-1","地価公示","住宅","美浜町","大字田井字釡井戸２８５番３","","135.1479259","33.89427328","","57,000","57,000","57,000","57,000","56,800","56,700","56,600","56,500","55,600","54,600","52,800","51,000","49,000","47,300","45,800","44,100","42,100","39,700","37,600","35,400","33,400","31,900","30,700","29,600","28,800","28,100","27,400","135.147925900005","33.8942732799963","R02地価公示標準地"
"100164","303810","和歌山美浜-2","地価公示","住宅","美浜町","大字吉原字大松原１０９０番１８","","135.1479779","33.88500043","","43,500","43,500","43,500","43,500","43,500","43,500","43,500","43,500","43,000","42,400","41,300","40,000","38,500","37,100","35,900","34,500","32,600","31,000","29,500","28,000","26,700","25,600","24,600","23,700","23,000","22,400","21,900","135.147977900005","33.885000429997","R02地価公示標準地"
"100166","303836","由良-1","地価公示","住宅","由良町","大字阿戸字木場坪１００１番１８","","135.1137853","33.95596724","","45,000","45,000","45,000","45,000","45,000","45,000","45,000","44,900","44,400","43,700","42,900","42,000","40,500","39,200","38,000","36,800","35,600","33,900","32,200","30,600","29,000","27,500","26,000","24,600","23,400","22,300","21,300","135.113785300003","33.9559672399998","R02地価公示標準地"
"100167","303836","由良-2","地価公示","住宅","由良町","大字里字野手８４５番４","","135.1253819","33.96190476","","35,000","35,000","35,000","35,000","35,000","35,000","35,000","34,900","34,800","34,600","34,300","33,500","32,500","31,500","30,600","29,600","28,600","27,200","25,800","24,500","23,300","22,300","21,500","20,800","20,100","19,600","19,100","135.125381900004","33.961904759999","R02地価公示標準地"
"100169","303917","みなべ-1","地価公示","住宅","みなべ町","北道字西里中２５１番","","135.3213791","33.76807494","","72,000","72,000","72,000","72,000","72,000","71,000","69,600","68,200","66,600","64,700","62,400","60,000","58,000","56,100","54,100","51,900","49,400","46,800","44,000","41,400","39,400","37,500","36,500","35,600","34,900","34,400","33,900","135.321379100005","33.7680749399995","R02地価公示標準地"
